"name";"color";"tone";"first_photo"
"АКС-1-1";"красный";"ярко-красный";"https://star-tex.ru/media/items/17_K7R0BB5.jpg"
"АКС-1-11";"персиковый";"";"https://star-tex.ru/media/items/13_cY8eWFE.jpg"
"АКС-1-12";"синий";"чернильный";"https://star-tex.ru/media/items/5662091_Image.jpg"
"АКС-1-13";"голубой";"бирюзово-голубой";"https://star-tex.ru/media/items/9265-031-01.jpg"
"АКС-1-14";"розовый";"ярко-розовый";"https://star-tex.ru/media/items/6540084_Image.jpg"
"АКС-1-15";"желтый";"";"https://star-tex.ru/media/items/1_Tpjti9C.jpg"
"АКС-1-16";"фиолетовый";"";"https://star-tex.ru/media/items/16_Fdl6rjR.jpg"
"АКС-1-18";"голубой";"темно-голубой";"https://star-tex.ru/media/items/5662070_Image.jpg"
"АКС-1-19";"розовый";"";"https://star-tex.ru/media/items/10_u3qK6fn.jpg"
"АКС-1-20";"бордовый";"баклажановый";"https://star-tex.ru/media/items/40_JDA6vbl_2Lb2pNw.jpg"
"АКС-1-23";"зеленый";"изумрудный";"https://star-tex.ru/media/items/37_WuwoWuN.jpg"
"АКС-1-24";"оранжевый";"персиковый";"https://star-tex.ru/media/items/4_OURXikL.jpg"
"АКС-1-25";"зеленый";"";"https://star-tex.ru/media/items/7_gRMzFpw.jpg"
"АКС-1-26";"бирюзовый";"";"https://star-tex.ru/media/items/34_G8JPnQ2.jpg"
"АКС-1-27";"красный";"";"https://star-tex.ru/media/items/1_ePgAjtB.jpg"
"АКС-1-28";"синий";"электрик";"https://star-tex.ru/media/items/31_BTnF9qE.jpg"
"АКС-1-29";"бордовый";"свекольный";"https://star-tex.ru/media/items/28_I4uAr5D.jpg"
"АКС-1-30";"оранжевый";"";"https://star-tex.ru/media/items/10_K8sz4VK.jpg"
"АКС-1-32";"синий";"темно-синий";"https://star-tex.ru/media/items/22_q42Dr2u.jpg"
"АКС-1-34";"молочный";"айвори";"https://star-tex.ru/media/items/7_HvPFz3r.jpg"
"АКС-1-35";"сиреневый";"";"https://star-tex.ru/media/items/16_IRVS8gP.jpg"
"АКС-1-37";"желтый";"ярко-желтый";"https://star-tex.ru/media/items/5661915_Image.jpg"
"АКС-1-38";"мятный";"";"https://star-tex.ru/media/items/10_q3EbX3M.jpg"
"АКС-1-39";"оранжевый";"морковный";"https://star-tex.ru/media/items/19_sr8I8iZ.jpg"
"АКС-1-4";"бежевый";"";"https://star-tex.ru/media/items/6540116_Image.jpg"
"АКС-1-40";"зеленый";"молодая трава";"https://star-tex.ru/media/items/7_Cp1nE6t.jpg"
"АКС-1-41";"черный";"";"https://star-tex.ru/media/items/19_mS28Hv2.jpg"
"АКС-1-42";"белый";"";"https://star-tex.ru/media/items/1_jtUZUQF.jpg"
"АКС-1-44";"молочный";"";"https://star-tex.ru/media/items/4_U3AX0v9.jpg"
"АКС-1-45";"бежевый";"золотисто-бежевый";"https://star-tex.ru/media/items/7_Fdyfx7w.jpg"
"АКС-1-48";"голубой";"";"https://star-tex.ru/media/items/16_aI0AZyg.jpg"
"АКС-1-5";"кислотный";"неоново-оранжевый";"https://star-tex.ru/media/items/9265or01.jpg"
"АКС-1-50";"серый";"серо-голубой";"https://star-tex.ru/media/items/23_CGUATLI.jpg"
"АКС-1-51";"зеленый";"зеленое яблоко";"https://star-tex.ru/media/items/4_phYBmrh.jpg"
"АКС-1-53";"зеленый";"бледно-зеленый";"https://star-tex.ru/media/items/5662006_Image.jpg"
"АКС-1-55";"бордовый";"";"https://star-tex.ru/media/items/9265-032-01.jpg"
"АКС-1-57";"фуксия";"";"https://star-tex.ru/media/items/5661957_Image.jpg"
"АКС-1-58";"зеленый";"салатовый";"https://star-tex.ru/media/items/5662013_Image.jpg"
"АКС-1-61";"розовый";"пыльно-розовый";"https://star-tex.ru/media/items/6791798_Image.jpg"
"АКС-1-62";"золотистый";"золотисто-песочный";"https://star-tex.ru/media/items/5661901_Image.jpg"
"АКС-1-64";"розовый";"нежно-розовый";"https://star-tex.ru/media/items/1_QsTHs3s.jpg"
"АКС-1-65";"";"золотой";"https://star-tex.ru/media/items/4_Xt3fKgF.jpg"
"АКС-1-66";"сиреневый";"";"https://star-tex.ru/media/items/7_eBPh0hP.jpg"
"АКС-1-67";"мятный";"колотый лед";"https://star-tex.ru/media/items/5_fhsdmUq.jpg"
"АКС-1-68";"сиреневый";"темно-сиреневый";"https://star-tex.ru/media/items/14_B9jBbvw.jpg"
"АКС-1-69";"голубой";"нежно-голубой";"https://star-tex.ru/media/items/22_bVVxMJB.jpg"
"АКС-1-9";"коричневый";"";"https://star-tex.ru/media/items/22_r7GGfk6.jpg"
"АКС-2-1";"желтый";"";"https://star-tex.ru/media/items/1_W3A0cF9.jpg"
"АКС-2-2";"бежевый";"золотисто-бежевый";"https://star-tex.ru/media/items/5_j863sqZ.jpg"
"АКС-2-3";"серебристый";"";"https://star-tex.ru/media/items/9_M0mbw1s.jpg"
"АКС-2-4";"розовый";"ярко-розовый";"https://star-tex.ru/media/items/13_SkvFM8J.jpg"
"АКС-2-5";"синий";"темно-синий";"https://star-tex.ru/media/items/17_eKU2gqH.jpg"
"АКС-2-6";"голубой";"";"https://star-tex.ru/media/items/21_EQPKDHu.jpg"
"АКС-2-7";"хаки";"";"https://star-tex.ru/media/items/25_XbBZZd2.jpg"
"АО-10-1";"бежевый";"";"https://star-tex.ru/media/items/1_KoImljF.jpg"
"АО-10-2";"персиковый";"";"https://star-tex.ru/media/items/4_LgWCPVJ.jpg"
"АО-10-3";"розовый";"пудровый";"https://star-tex.ru/media/items/7_nxg8x7E.jpg"
"АО-10-4";"черный";"";"https://star-tex.ru/media/items/20_D5CAXDG.jpg"
"АО-10-5";"белый";"";"https://star-tex.ru/media/items/24_FJI3EWJ.jpg"
"АО-10-6";"белый";"молочный";"https://star-tex.ru/media/items/27_LoP8Ekw.jpg"
"АО-1-1";"черный";"";"https://star-tex.ru/media/items/7893323_Image.jpg"
"АО-1-10";"бежевый";"";"https://star-tex.ru/media/items/7892515_Image-(1).jpg"
"АО-1-11";"молочный";"";"https://star-tex.ru/media/items/3721096_Image.jpg"
"АО-11-1";"черный";"";"https://star-tex.ru/media/items/1_d7v7v4V.jpg"
"АО-1-12";"розовый";"";"https://star-tex.ru/media/items/3721097_Image.jpg"
"АО-11-2";"синий";"темно-синий";"https://star-tex.ru/media/items/4_phzo2bS.jpg"
"АО-1-13";"голубой";"";"https://star-tex.ru/media/items/9269948_Image.jpg"
"АО-11-3";"красный";"";"https://star-tex.ru/media/items/1_ZLGd9g8.jpg"
"АО-1-14";"синий";"электрик";"https://star-tex.ru/media/items/16930820_Image.jpg"
"АО-1-15";"желтый";"";"https://star-tex.ru/media/items/17421006_Image.jpg"
"АО-1-16";"зеленый";"";"https://star-tex.ru/media/items/2224.003.1.jpg"
"АО-1-17";"оранжевый";"абрикосовый";"https://star-tex.ru/media/items/3_dRQz72w.jpg"
"АО-1-18";"мятный";"";"https://star-tex.ru/media/items/4_L3X54QM.jpg"
"АО-1-19";"молочный";"топленое молоко";"https://star-tex.ru/media/items/7_E1WjJTn.jpg"
"АО-1-2";"красный";"";"https://star-tex.ru/media/items/16930835_Image.jpg"
"АО-1-20";"синий";"темно-синий";"https://star-tex.ru/media/items/13_9ZyLTGF.jpg"
"АО-12-1";"красный";"";"https://star-tex.ru/media/items/1_DabeHf8.jpg"
"АО-12-10";"фиолетовый";"";"https://star-tex.ru/media/items/46_7ikYADc.jpg"
"АО-12-11";"синий";"темно-синий";"https://star-tex.ru/media/items/51_vm9iI8Q.jpg"
"АО-12-12";"черный";"";"https://star-tex.ru/media/items/56_Uxe1Qjx.jpg"
"АО-12-13";"бежевый";"";"https://star-tex.ru/media/items/61_D4sK57Z.jpg"
"АО-12-14";"розовый";"пудровый";"https://star-tex.ru/media/items/66_bPl0XRQ.jpg"
"АО-12-15";"молочный";"";"https://star-tex.ru/media/items/71_ueZQ44I.jpg"
"АО-12-16";"розовый";"чайная роза";"https://star-tex.ru/media/items/76_lfKZnob.jpg"
"АО-12-17";"розовый";"пыльно-розовый";"https://star-tex.ru/media/items/81_eOLZYUb.jpg"
"АО-12-2";"бежевый";"песочный";"https://star-tex.ru/media/items/6_kT662gS.jpg"
"АО-12-3";"серый";"серо-голубой";"https://star-tex.ru/media/items/11_bki644A.jpg"
"АО-12-4";"синий";"электрик";"https://star-tex.ru/media/items/16_TB4UNE5.jpg"
"АО-12-5";"бордовый";"марсала";"https://star-tex.ru/media/items/21_AXu8yMm.jpg"
"АО-12-6";"зеленый";"темно-зеленый";"https://star-tex.ru/media/items/26_tR01CzK.jpg"
"АО-12-7";"зеленый";"бриллиантовый зеленый";"https://star-tex.ru/media/items/31_JmDzvoj.jpg"
"АО-12-8";"зеленый";"фисташковый";"https://star-tex.ru/media/items/36_ErpiLKC.jpg"
"АО-12-9";"сиреневый";"темно-сиреневый";"https://star-tex.ru/media/items/41_ltAanRX.jpg"
"АО-1-3";"молочный";"айвори";"https://star-tex.ru/media/items/10_GLNTD5Z.jpg"
"АО-13-1";"белый";"";"https://star-tex.ru/media/items/32_WLjlkfu.jpg"
"АО-13-2";"бежевый";"пудрово-бежевый";"https://star-tex.ru/media/items/16_7y2W0ET.jpg"
"АО-13-3";"розовый";"пыльно-розовый";"https://star-tex.ru/media/items/21_P2zdXQe.jpg"
"АО-13-4";"бежевый";"";"https://star-tex.ru/media/items/24_OP9UR0A.jpg"
"АО-1-5";"белый";"";"https://star-tex.ru/media/items/5283285_Image.jpg"
"АО-1-6";"золотистый";"";"https://star-tex.ru/media/items/7892515_Image.jpg"
"АО-1-7";"бежевый";"песочный";"https://star-tex.ru/media/items/17421020_Image.jpg"
"АО-1-8";"бордовый";"марсала";"https://star-tex.ru/media/items/17421034_Image.jpg"
"АО-1-9";"розовый";"нежно-пыльно-розовый";"https://star-tex.ru/media/items/0_clFnkP9.jpg"
"АО-3-1";"черный";"";"https://star-tex.ru/media/items/2103-001-01.jpg"
"АО-3-10";"синий";"электрик";"https://star-tex.ru/media/items/2103-011-01.jpg"
"АО-3-12";"голубой";"темно-голубой";"https://star-tex.ru/media/items/2103-015-01.jpg"
"АО-3-14";"зеленый";"салатовый";"https://star-tex.ru/media/items/2103-022-01_t4IL1Sb.jpg"
"АО-3-15";"оранжевый";"терракотовый";"https://star-tex.ru/media/items/2103-025-01.jpg"
"АО-3-17";"фуксия";"";"https://star-tex.ru/media/items/2103-047-01.jpg"
"АО-3-4";"красный";"";"https://star-tex.ru/media/items/3711918_Image.jpg"
"АО-3-41";"фиолетовый";"светло-фиолетовый";"https://star-tex.ru/media/items/1_tViYQlP.jpg"
"АО-3-49";"кислотный";"кислотный зеленый";"https://star-tex.ru/media/items/6_qM3MFgY.jpg"
"АО-3-5";"оранжевый";"лососевый";"https://star-tex.ru/media/items/11_Pszhyul.jpg"
"АО-3-51";"молочный";"";"https://star-tex.ru/media/items/2103-013-01_9uueclv.jpg"
"АО-3-59";"кислотный";"кислотно-оранжевый";"https://star-tex.ru/media/items/17_0T57SAG.jpg"
"АО-3-6";"белый";"";"https://star-tex.ru/media/items/2103-000-01_QE5Awf7.jpg"
"АО-3-66";"зеленый";"изумрудный";"https://star-tex.ru/media/items/2103-006-01.jpg"
"АО-3-67";"коричневый";"";"https://star-tex.ru/media/items/2103-009-01.jpg"
"АО-3-68";"бежевый";"";"https://star-tex.ru/media/items/2103-016-001.jpg"
"АО-3-69";"розовый";"ярко-розовый";"https://star-tex.ru/media/items/2103-017-01.jpg"
"АО-3-70";"серый";"";"https://star-tex.ru/media/items/2103-035-01.jpg"
"АО-3-71";"бордовый";"вишневый";"https://star-tex.ru/media/items/2103-0000-01.jpg"
"АО-3-72";"зеленый";"бледно-зеленый";"https://star-tex.ru/media/items/2103-028-01.jpg"
"АО-3-73";"коралловый";"";"https://star-tex.ru/media/items/2103-029-01.jpg"
"АО-3-74";"серый";"жемчужно-серый";"https://star-tex.ru/media/items/2103-030-01.jpg"
"АО-3-75";"мятный";"";"https://star-tex.ru/media/items/2103-034-01_qjcUjI1.jpg"
"АО-3-76";"сиреневый";"светло-сиреневый";"https://star-tex.ru/media/items/2103-041-01.jpg"
"АО-3-77";"коричневый";"какао";"https://star-tex.ru/media/items/2103-048-01.jpg"
"АО-3-9";"желтый";"";"https://star-tex.ru/media/items/2103-007-01.jpg"
"АО-6-1";"черный";"";"https://star-tex.ru/media/items/17432952_Image.jpg"
"АО-6-10";"коричневый";"какао";"https://star-tex.ru/media/items/kakao01_8OkTgmM.jpg"
"АО-6-11";"розовый";"пыльно-розовый";"https://star-tex.ru/media/items/pud1_QfDmF6R.jpg"
"АО-6-12";"серый";"стальной";"https://star-tex.ru/media/items/sgol01.jpg"
"АО-6-13";"синий";"темно-синий";"https://star-tex.ru/media/items/tsin01_1QaAYiI.jpg"
"АО-6-14";"голубой";"";"https://star-tex.ru/media/items/37_NSqu6sO.jpg"
"АО-6-15";"синий";"электрик";"https://star-tex.ru/media/items/40_MzoJ6mJ.jpg"
"АО-6-16";"бордовый";"марсала";"https://star-tex.ru/media/items/34_jTsqBOi.jpg"
"АО-6-17";"синий";"джинсовый";"https://star-tex.ru/media/items/31_IdjAsbZ.jpg"
"АО-6-18";"персиковый";"";"https://star-tex.ru/media/items/28_s2WODgu.jpg"
"АО-6-19";"мятный";"";"https://star-tex.ru/media/items/25_pFYH9Nh.jpg"
"АО-6-3";"красный";"";"https://star-tex.ru/media/items/28_oHBCSLa.jpg"
"АО-6-4";"розовый";"пудровый";"https://star-tex.ru/media/items/17432968_Image.jpg"
"АО-6-5";"бежевый";"";"https://star-tex.ru/media/items/17432984_Image.jpg"
"АО-6-6";"молочный";"";"https://star-tex.ru/media/items/17432904_Image.jpg"
"АО-6-7";"белый";"";"https://star-tex.ru/media/items/17433001_Image.jpg"
"АО-6-8";"зеленый";"изумрудный";"https://star-tex.ru/media/items/izy01.jpg"
"АО-6-9";"лиловый";"пыльно-лиловый";"https://star-tex.ru/media/items/kak01_Wwm7yij.jpg"
"АО-8-1";"бежевый";"темно-песочный";"https://star-tex.ru/media/items/2_ZpTrBgt.jpg"
"АО-8-10";"бежевый";"пудровый";"https://star-tex.ru/media/items/23_o2KQeEs.jpg"
"АО-8-11";"фиолетовый";"";"https://star-tex.ru/media/items/31_Nnlvhds.jpg"
"АО-8-12";"голубой";"небесно-голубой";"https://star-tex.ru/media/items/12_DllUubN.jpg"
"АО-8-13";"бирюзовый";"";"https://star-tex.ru/media/items/106_XjlpAEV.jpg"
"АО-8-14";"сиреневый";"";"https://star-tex.ru/media/items/34_tA1sNkW.jpg"
"АО-8-15";"голубой";"ярко-голубой";"https://star-tex.ru/media/items/43_ezfm3Qz.jpg"
"АО-8-16";"молочный";"айвори";"https://star-tex.ru/media/items/47_m9CyqbW.jpg"
"АО-8-17";"белый";"";"https://star-tex.ru/media/items/50_VqaTpZ4.jpg"
"АО-8-18";"лиловый";"";"https://star-tex.ru/media/items/52_nTLsdrm.jpg"
"АО-8-19";"розовый";"бежево-розовый";"https://star-tex.ru/media/items/19_q4AecEr.jpg"
"АО-8-2";"бежевый";"песочный";"https://star-tex.ru/media/items/1_ir75VJ5.jpg"
"АО-8-20";"розовый";"абрикосовый";"https://star-tex.ru/media/items/58_ZdsXfjB.jpg"
"АО-8-21";"кремовый";"слоновая кость";"https://star-tex.ru/media/items/original-(28)_AgxMe4N.jpg"
"АО-8-22";"бордовый";"марсала";"https://star-tex.ru/media/items/103_tGlGn4E.jpg"
"АО-8-23";"золотистый";"";"https://star-tex.ru/media/items/67_G2dea18.jpg"
"АО-8-24";"мятный";"ментоловый";"https://star-tex.ru/media/items/70_B7VAt5P.jpg"
"АО-8-25";"синий";"темно-синий";"https://star-tex.ru/media/items/73_VV5bhVu.jpg"
"АО-8-26";"персиковый";"";"https://star-tex.ru/media/items/79_PwMhrZ5.jpg"
"АО-8-27";"розовый";"";"https://star-tex.ru/media/items/82_BfHhp5r.jpg"
"АО-8-28";"лиловый";"жемчужно-лиловый";"https://star-tex.ru/media/items/85_MzSkfW7.jpg"
"АО-8-29";"розовый";"пыльно-розовый";"https://star-tex.ru/media/items/88_UTFenzR.jpg"
"АО-8-3";"коричневый";"светло-коричневый";"https://star-tex.ru/media/items/97_0gvt2uG.jpg"
"АО-8-30";"черный";"";"https://star-tex.ru/media/items/76_dNX722S.jpg"
"АО-8-31";"мятный";"колотый лед";"https://star-tex.ru/media/items/91_PrdQfXQ.jpg"
"АО-8-32";"синий";"электрик";"https://star-tex.ru/media/items/94_FP1jz2L.jpg"
"АО-8-33";"красный";"алый";"https://star-tex.ru/media/items/97_uY5sElz.jpg"
"АО-8-34";"зеленый";"";"https://star-tex.ru/media/items/100_UFpfKyj.jpg"
"АО-8-35";"желтый";"";"https://star-tex.ru/media/items/103_owGr6Vm.jpg"
"АО-8-36";"сиреневый";"лавандовый";"https://star-tex.ru/media/items/106_kCvwRyJ.jpg"
"АО-8-37";"фуксия";"темная фуксия";"https://star-tex.ru/media/items/109_29zqy0q.jpg"
"АО-8-38";"золотистый";"желтое золото";"https://star-tex.ru/media/items/original_RMTfAZY.jpg"
"АО-8-39";"синий";"темно-синий";"https://star-tex.ru/media/items/original (3)_gCHmOhI.jpg"
"АО-8-4";"серый";"пыльно-графитовый";"https://star-tex.ru/media/items/11_LKOxpce.jpg"
"АО-8-40";"оранжевый";"апельсин";"https://star-tex.ru/media/items/original (7)_sudZnbE.jpg"
"АО-8-41";"зеленый";"светло-зеленый";"https://star-tex.ru/media/items/original (10)_RbpLvJn.jpg"
"АО-8-42";"фиолетовый";"баклажановый";"https://star-tex.ru/media/items/original (13)_kAK9IJM.jpg"
"АО-8-43";"бирюзовый";"светло-нефритовый";"https://star-tex.ru/media/items/112_CkXneAF.jpg"
"АО-8-44";"зеленый";"молодая трава";"https://star-tex.ru/media/items/original (19)_xzjBfJ1.jpg"
"АО-8-45";"зеленый";"малахитовый";"https://star-tex.ru/media/items/4_4a4fXMa.jpg"
"АО-8-46";"розовый";"кораллово-розовый";"https://star-tex.ru/media/items/original (25)_DsbyWKJ.jpg"
"АО-8-47";"кислотный";"кислотно-зеленый";"https://star-tex.ru/media/items/original (28)_S7zvRu7.jpg"
"АО-8-48";"кислотный";"кислотно-оранжевый";"https://star-tex.ru/media/items/original (31)_YzwqWKt.jpg"
"АО-8-49";"кислотный";"кислотно-коралловый";"https://star-tex.ru/media/items/original (34)_3cYYjjn.jpg"
"АО-8-5";"бирюзовый";"";"https://star-tex.ru/media/items/109_E5L7Pzv.jpg"
"АО-8-50";"сиреневый";"пыльно-сиреневый";"https://star-tex.ru/media/items/original (37)_UdUKjO1.jpg"
"АО-8-51";"золотистый";"золотой";"https://star-tex.ru/media/items/original (40)_J1DkfQc.jpg"
"АО-8-52";"бронзовый";"";"https://star-tex.ru/media/items/14_hhI5lrR.jpg"
"АО-8-53";"бежевый";"светло-бежевый";"https://star-tex.ru/media/items/original (46)_JKUM1j3.jpg"
"АО-8-54";"мятный";"";"https://star-tex.ru/media/items/7_xlrFjHo.jpg"
"АО-8-55";"фиолетовый";"фиолетово-красный";"https://star-tex.ru/media/items/original (54)_HSnyOkX.jpg"
"АО-8-56";"сиреневый";"светло-сиреневый";"https://star-tex.ru/media/items/original (57)_2GpZTIJ.jpg"
"АО-8-59";"серый";"стальной";"https://star-tex.ru/media/items/1_Co1Ugkk.jpg"
"АО-8-6";"бирюзовый";"бирюзово-голубой";"https://star-tex.ru/media/items/16_jRkZ7O6.jpg"
"АО-8-60";"лиловый";"темно-лиловый";"https://star-tex.ru/media/items/original (9)_ue7I04B.jpg"
"АО-8-61";"зеленый";"ядовито-зеленый";"https://star-tex.ru/media/items/original-(16)_ijkZhNV.jpg"
"АО-8-62";"красный";"терракотовый";"https://star-tex.ru/media/items/original-(20)_YKbQFgW.jpg"
"АО-8-63";"красный";"";"https://star-tex.ru/media/items/26_h8VWG1K.jpg"
"АО-8-64";"лиловый";"пурпурно-лиловый";"https://star-tex.ru/media/items/22_x3TDExO.jpg"
"АО-8-65";"зеленый";"салатовый";"https://star-tex.ru/media/items/25_aEZDsjB.jpg"
"АО-8-66";"белый";"молочный";"https://star-tex.ru/media/items/28_3ysHYhP.jpg"
"АО-8-67";"коричневый";"";"https://star-tex.ru/media/items/23_EPsvJvU.jpg"
"АО-8-68";"фуксия";"";"https://star-tex.ru/media/items/20_jq7QWKx.jpg"
"АО-8-69";"бежевый";"розовое золото";"https://star-tex.ru/media/items/15_FUPNQRl.jpg"
"АО-8-7";"розовый";"чайная роза";"https://star-tex.ru/media/items/100_vRmtHRP.jpg"
"АО-8-70";"бежевый";"бежево-лиловый";"https://star-tex.ru/media/items/1_PkuqCd5.jpg"
"АО-8-71";"зеленый";"бриллиантовый зеленый";"https://star-tex.ru/media/items/1_xi2QrXN.jpg"
"АО-8-72";"бежевый";"какао";"https://star-tex.ru/media/items/4_ZECQpZS.jpg"
"АО-8-73";"голубой";"";"https://star-tex.ru/media/items/8_UMChGgk.jpg"
"АО-8-74";"фиолетовый";"";"https://star-tex.ru/media/items/1_KiQkTuM.jpg"
"АО-8-8";"зеленый";"оливковый";"https://star-tex.ru/media/items/22_77Tsfvn.jpg"
"АО-8-9";"бежевый";"серо-бежевый";"https://star-tex.ru/media/items/25_4Jc2pyF.jpg"
"АО-9-1";"бордовый";"";"https://star-tex.ru/media/items/1_3XakK71.jpg"
"АО-9-10";"белый";"";"https://star-tex.ru/media/items/34_4051jBn.jpg"
"АО-9-11";"черный";"";"https://star-tex.ru/media/items/57_TI1miNZ.jpg"
"АО-9-12";"бежевый";"пудровый";"https://star-tex.ru/media/items/53_3rCPeS5.jpg"
"АО-9-13";"розовый";"";"https://star-tex.ru/media/items/50_ZQwgS3Q.jpg"
"АО-9-14";"бирюзовый";"";"https://star-tex.ru/media/items/46_EE79xFj.jpg"
"АО-9-15";"серый";"";"https://star-tex.ru/media/items/42_UsqQcXz.jpg"
"АО-9-16";"синий";"чернильный";"https://star-tex.ru/media/items/37_GSEgUG2.jpg"
"АО-9-17";"голубой";"колотый лед";"https://star-tex.ru/media/items/61_5sbbLEc.jpg"
"АО-9-18";"мятный";"";"https://star-tex.ru/media/items/original (29)_t4e2LX0.jpg"
"АО-9-2";"розовый";"пудрово-розовый";"https://star-tex.ru/media/items/5_qUBP6Ms.jpg"
"АО-9-20";"красный";"";"https://star-tex.ru/media/items/original (23)_tXpqyBt.jpg"
"АО-9-21";"бежевый";"";"https://star-tex.ru/media/items/original (20)_wgQ5gJM.jpg"
"АО-9-23";"бордовый";"марсала";"https://star-tex.ru/media/items/original (14)_5ilVVnj.jpg"
"АО-9-24";"фуксия";"";"https://star-tex.ru/media/items/original (11)_8WscN1R.jpg"
"АО-9-25";"бирюзовый";"морская волна";"https://star-tex.ru/media/items/original (8)_4WEiVLl.jpg"
"АО-9-26";"зеленый";"салатовый";"https://star-tex.ru/media/items/67_i3PoplE.jpg"
"АО-9-27";"фиолетовый";"пурпурно-фиолетовый";"https://star-tex.ru/media/items/5_TPpK18e.jpg"
"АО-9-28";"фиолетовый";"ультрафиолет";"https://star-tex.ru/media/items/1_dXX97ei.jpg"
"АО-9-29";"сиреневый";"";"https://star-tex.ru/media/items/original (64)_M6YHIwo.jpg"
"АО-9-3";"кремовый";"сливочный";"https://star-tex.ru/media/items/9_npUISeq.jpg"
"АО-9-30";"бордовый";"сливовый";"https://star-tex.ru/media/items/79_Qikugzk.jpg"
"АО-9-33";"зеленый";"";"https://star-tex.ru/media/items/original (52)_hrQ3V62.jpg"
"АО-9-34";"бордовый";"вишневый";"https://star-tex.ru/media/items/original (49)_4vO2laC.jpg"
"АО-9-36";"розовый";"пыльно-розовый";"https://star-tex.ru/media/items/15_aRwbBdZ.jpg"
"АО-9-37";"синий";"темно-синий";"https://star-tex.ru/media/items/original (40)_IyXoIxr.jpg"
"АО-9-39";"бирюзовый";"темно-бирюзовый";"https://star-tex.ru/media/items/original (33)_Io4PzAG.jpg"
"АО-9-4";"бежевый";"песочный";"https://star-tex.ru/media/items/1_nNl77Kd.jpg"
"АО-9-40";"синий";"королевский синий";"https://star-tex.ru/media/items/original (86).jpg"
"АО-9-41";"бордовый";"ягодный";"https://star-tex.ru/media/items/63_V6pm5ND.jpg"
"АО-9-42";"зеленый";"малахит";"https://star-tex.ru/media/items/original (80).jpg"
"АО-9-43";"мятный";"ментоловый";"https://star-tex.ru/media/items/83_z6kSJB4.jpg"
"АО-9-44";"красный";"малиново-красный";"https://star-tex.ru/media/items/original (73).jpg"
"АО-9-45";"синий";"электрик";"https://star-tex.ru/media/items/71_2Fho3oz.jpg"
"АО-9-46";"бежевый";"розово-бежевый";"https://star-tex.ru/media/items/91_dxejzag.jpg"
"АО-9-47";"персиковый";"пудрово-персиковый";"https://star-tex.ru/media/items/19_TvTvU3O.jpg"
"АО-9-48";"бежевый";"светло-бежевый";"https://star-tex.ru/media/items/40_gr6pH1O.jpg"
"АО-9-49";"серый";"серо-голубой";"https://star-tex.ru/media/items/36_HC58pkl.jpg"
"АО-9-5";"розовый";"чайная роза";"https://star-tex.ru/media/items/14_mwXkXtW.jpg"
"АО-9-50";"сиреневый";"пыльно-сиреневый";"https://star-tex.ru/media/items/32_urOjBbl.jpg"
"АО-9-51";"лиловый";"пыльно-лиловый";"https://star-tex.ru/media/items/28_K2UqY09.jpg"
"АО-9-52";"коричневый";"";"https://star-tex.ru/media/items/24_6HtxFTZ.jpg"
"АО-9-53";"фиолетовый";"баклажановый";"https://star-tex.ru/media/items/20_AQCMzy6.jpg"
"АО-9-54";"зеленый";"изумрудный";"https://star-tex.ru/media/items/16_BD2ju1a.jpg"
"АО-9-55";"фиолетовый";"свекольный";"https://star-tex.ru/media/items/12_3vzpq9y.jpg"
"АО-9-56";"бежевый";"абрикосовый";"https://star-tex.ru/media/items/8_SkzgYF0.jpg"
"АО-9-57";"персиковый";"";"https://star-tex.ru/media/items/11_gWoV65o.jpg"
"АО-9-58";"лиловый";"";"https://star-tex.ru/media/items/7_uppRex1.jpg"
"АО-9-59";"лиловый";"пудрово-лиловый";"https://star-tex.ru/media/items/14_bSNa0NC.jpg"
"АО-9-6";"голубой";"ярко-голубой";"https://star-tex.ru/media/items/17_oJGuCSt.jpg"
"АО-9-60";"персиковый";"светло-персиковый";"https://star-tex.ru/media/items/17_8Dycs27.jpg"
"АО-9-7";"красный";"алый";"https://star-tex.ru/media/items/21_KYVm0Tn.jpg"
"АО-9-8";"синий";"василек";"https://star-tex.ru/media/items/25_YqXKCYU.jpg"
"АО-9-9";"молочный";"";"https://star-tex.ru/media/items/29_8nGNkeM.jpg"
"АП-11-1";"мультиколор";"";"https://star-tex.ru/media/items/48_N3CaY3F.jpg"
"АП-28-1";"мультиколор";"";"https://star-tex.ru/media/items/7427347_Image.jpg"
"АП-28-2";"мультиколор";"темно-синий";"https://star-tex.ru/media/items/7435312_Image.jpg"
"АП-28-3";"мультиколор";"";"https://star-tex.ru/media/items/7436054_Image.jpg"
"АП-28-4";"мультиколор";"";"https://star-tex.ru/media/items/7436634_Image.jpg"
"АП-3-1";"мультиколор";"";"https://star-tex.ru/media/items/13_QQo90fd.jpg"
"АП-36-1";"синий";"электрик";"https://star-tex.ru/media/items/45_IRGT4G1.jpg"
"АП-36-2";"мультиколор";"";"https://star-tex.ru/media/items/9709210_Image.jpg"
"АП-36-3";"синий";"темно-синий";"https://star-tex.ru/media/items/9709199_Image.jpg"
"АП-50-1";"мультиколор";"черный";"https://star-tex.ru/media/items/2_gC3Dc4Z.jpg"
"АП-51-1";"мультиколор";"черный";"https://star-tex.ru/media/items/2_vfGsXvv.jpg"
"АП-55-1";"мультиколор";"фисташковый";"https://star-tex.ru/media/items/32_9X9gQWA.jpg"
