"name";"color";"tone";"first_photo"
"ПД-4-6";"коричневый";"";"https://star-tex.ru/media/items/4604557_Image.jpg"
"ПД-4-7";"голубой";"";"https://star-tex.ru/media/items/4604549_Image.jpg"
"ПД-4-8";"серый";"оливково-серый";"https://star-tex.ru/media/items/4604553_Image.jpg"
"ПД-4-9";"";"";"https://star-tex.ru/media/items/4944909_Image.jpg"
"ПД-52-1";"зеленый";"фисташковый";"https://star-tex.ru/media/items/20_fHTScCk.jpg"
"ПД-52-2";"хаки";"";"https://star-tex.ru/media/items/17_xj9mPJW.jpg"
"ПД-53-1";"белый";"";"https://star-tex.ru/media/items/11_jqVcZ3f.jpg"
"ПД-53-2";"лиловый";"";"https://star-tex.ru/media/items/8_0DIxtzN.jpg"
"ПД-53-3";"черный";"";"https://star-tex.ru/media/items/14_Mg4hFsX.jpg"
"ПД-54-1";"бежевый";"телесный";"https://star-tex.ru/media/items/9_6s48CvH.jpg"
"ПД-54-10";"красный";"";"https://star-tex.ru/media/items/29_w4ZrMzN.jpg"
"ПД-54-11";"желтый";"горчичный";"https://star-tex.ru/media/items/49_feUJU22.jpg"
"ПД-54-12";"сиреневый";"фиолетово-сиреневый";"https://star-tex.ru/media/items/65_3YlwnuM.jpg"
"ПД-54-13";"синий";"морская волна";"https://star-tex.ru/media/items/2_7JiTRvc.jpg"
"ПД-54-14";"фиолетовый";"баклажановый";"https://star-tex.ru/media/items/21_krENIZP.jpg"
"ПД-54-15";"зеленый";"темно-зеленый";"https://star-tex.ru/media/items/25_OUhXbS6.jpg"
"ПД-54-16";"фиолетовый";"";"https://star-tex.ru/media/items/6_wuetAq2.jpg"
"ПД-54-17";"серый";"";"https://star-tex.ru/media/items/35_3DGqotz.jpg"
"ПД-54-18";"голубой";"";"https://star-tex.ru/media/items/77_RlUmOwx.jpg"
"ПД-54-19";"коричневый";"красно-коричневый";"https://star-tex.ru/media/items/73_RdzQTCr.jpg"
"ПД-54-2";"черный";"";"https://star-tex.ru/media/items/58_ivi5QNi.jpg"
"ПД-54-20";"синий";"темно-синий";"https://star-tex.ru/media/items/61_OIxsNGK.jpg"
"ПД-54-3";"бежевый";"пудровый";"https://star-tex.ru/media/items/17_fXOALjO.jpg"
"ПД-54-4";"бежевый";"";"https://star-tex.ru/media/items/42_FthLtvN.jpg"
"ПД-54-5";"зеленый";"оливковый";"https://star-tex.ru/media/items/13_ePBKbSE.jpg"
"ПД-54-6";"лиловый";"пудрово-лиловый";"https://star-tex.ru/media/items/69_Kzpr5V1.jpg"
"ПД-54-7";"коричневый";"какао";"https://star-tex.ru/media/items/47_7yecy1h.jpg"
"ПД-54-8";"бежевый";"песочный";"https://star-tex.ru/media/items/38_ayyZvVX.jpg"
"ПД-54-9";"бежевый";"рыжый";"https://star-tex.ru/media/items/53_XtMUc14.jpg"
"ПД-55-1";"бежевый";"";"https://star-tex.ru/media/items/2_Bj6Idjh.jpg"
"ПД-55-2";"белый";"";"https://star-tex.ru/media/items/7_fee2Fjo.jpg"
"ПД-55-3";"черный";"";"https://star-tex.ru/media/items/17_aaTpiql.jpg"
"ПД-58-1";"белый";"";"https://star-tex.ru/media/items/9_i5SzHh1.jpg"
"ПД-58-2";"зеленый";"";"https://star-tex.ru/media/items/5_47fh4Xf.jpg"
"ПД-58-3";"синий";"темно-синий";"https://star-tex.ru/media/items/1_pqDR4dO.jpg"
"ПД-58-4";"черный";"";"https://star-tex.ru/media/items/13_mcw1y7W.jpg"
"ПД-6-1";"серый";"";"https://star-tex.ru/media/items/5345475_Image.jpg"
"ПД-6-10";"бежевый";"";"https://star-tex.ru/media/items/10135161_Image.jpg"
"ПД-6-11";"коричневый";"";"https://star-tex.ru/media/items/53_8Vyc0yg.jpg"
"ПД-6-12";"бежевый";"песочный";"https://star-tex.ru/media/items/5345495_Image.jpg"
"ПД-6-13";"черный";"";"https://star-tex.ru/media/items/10135139_Image.jpg"
"ПД-6-14";"серый";"черно-серый";"https://star-tex.ru/media/items/10135172_Image.jpg"
"ПД-6-2";"серый";"";"https://star-tex.ru/media/items/5345503_Image.jpg"
"ПД-6-3";"коричневый";"серо-коричневый";"https://star-tex.ru/media/items/5345491_Image.jpg"
"ПД-6-4";"бежевый";"";"https://star-tex.ru/media/items/5345511_Image.jpg"
"ПД-6-5";"синий";"темно-синий";"https://star-tex.ru/media/items/5345479_Image.jpg"
"ПД-6-6";"красный";"черно-красный";"https://star-tex.ru/media/items/5345483_Image.jpg"
"ПД-6-7";"розовый";"пыльная роза";"https://star-tex.ru/media/items/5345499_Image.jpg"
"ПД-6-8";"белый";"";"https://star-tex.ru/media/items/5345507_Image.jpg"
"ПД-6-9";"коричневый";"черно-коричневый";"https://star-tex.ru/media/items/10135150_Image.jpg"
"ПД-8-1";"синий";"темно-синий";"https://star-tex.ru/media/items/7505993_Image.jpg"
"ПД-8-10";"красный";"алый";"https://star-tex.ru/media/items/7506001_Image.jpg"
"ПД-8-2";"зеленый";"";"https://star-tex.ru/media/items/7505977_Image.jpg"
"ПД-8-3";"бирюзовый";"";"https://star-tex.ru/media/items/7505953_Image.jpg"
"ПД-8-4";"черный";"";"https://star-tex.ru/media/items/7505985_Image.jpg"
"ПД-8-5";"синий";"электрик";"https://star-tex.ru/media/items/7505961_Image.jpg"
"ПД-8-6";"красный";"";"https://star-tex.ru/media/items/31_kNsyDgP.jpg"
"ПД-8-7";"оранжевый";"лососевый";"https://star-tex.ru/media/items/7505945_Image.jpg"
"ПД-8-8";"белый";"";"https://star-tex.ru/media/items/7506017_Image.jpg"
"ПД-8-9";"желтый";"";"https://star-tex.ru/media/items/7506009_Image.jpg"
"ПД-9-1";"синий";"темно-синий";"https://star-tex.ru/media/items/10890828_Image.jpg"
"ПД-9-2";"черный";"";"https://star-tex.ru/media/items/7942088_Image.jpg"
"ПД-9-3";"серый";"черно-серый";"https://star-tex.ru/media/items/34_XNANiAO.jpg"
"ПД-9-4";"коричневый";"черно-коричневый";"https://star-tex.ru/media/items/7942081_Image.jpg"
"ПД-9-5";"бежевый";"песочный";"https://star-tex.ru/media/items/12533585_Image.jpg"
"ПД-9-6";"бежевый";"";"https://star-tex.ru/media/items/10096628_Image.jpg"
"ПЛА-1-1";"мультиколор";"желтый";"https://star-tex.ru/media/items/10795961_Image.jpg"
"ПЛА-1-2";"мультиколор";"зеленый";"https://star-tex.ru/media/items/10772008_Image.jpg"
"ПЛА-1-3";"мультиколор";"белый";"https://star-tex.ru/media/items/10771992_Image.jpg"
"ПЛА-1-4";"мультиколор";"песочный";"https://star-tex.ru/media/items/10795940_Image.jpg"
"ПЛА-1-5";"мультиколор";"фиолетово-синий";"https://star-tex.ru/media/items/10795954_Image.jpg"
"ПЛА-1-6";"мультиколор";"бирюзовый";"https://star-tex.ru/media/items/10795947_Image.jpg"
"ПЛА-1-7";"мультиколор";"фуксия";"https://star-tex.ru/media/items/19_ZK8Vkzk.jpg"
"ПЛА-1-8";"мультиколор";"красный";"https://star-tex.ru/media/items/10795968_Image.jpg"
"ПЛА-1-9";"мультиколор";"фиолетово-красный";"https://star-tex.ru/media/items/10771986_Image.jpg"
"ПЛА-2-1";"мультиколор";"зеленый";"https://star-tex.ru/media/items/34_B7SsShS.jpg"
"ПЛА-2-2";"коричневый";"песочный";"https://star-tex.ru/media/items/10904418_Image.jpg"
"ПЛА-2-3";"мультиколор";"фуксия";"https://star-tex.ru/media/items/25_UKVDyIZ.jpg"
"ПЛА-2-4";"мультиколор";"марсала";"https://star-tex.ru/media/items/39_Xf0iptg.jpg"
"ПЛА-2-5";"мультиколор";"желтый";"https://star-tex.ru/media/items/29_MwHIxc3.jpg"
"ПЛА-2-6";"";"электрик";"https://star-tex.ru/media/items/10772117_Image.jpg"
"ПЛА-2-7";"мультиколор";"красный";"https://star-tex.ru/media/items/10795903_Image.jpg"
"ПЛА-2-8";"мультиколор";"бирюзовый";"https://star-tex.ru/media/items/10772128_Image.jpg"
"ПЛА-2-9";"мультиколор";"молочный";"https://star-tex.ru/media/items/12168897_Image.jpg"
"ПЛА-3-1";"мультиколор";"электрик";"https://star-tex.ru/media/items/1_l268hLv.jpg"
"ПЛА-3-2";"мультиколор";"белый";"https://star-tex.ru/media/items/7_eOJUUbW.jpg"
"ПЛА-3-3";"мультиколор";"бордовый";"https://star-tex.ru/media/items/13_7eI3MeD.jpg"
"ПЛА-3-4";"мультиколор";"черный";"https://star-tex.ru/media/items/19_eWbvJxi.jpg"
"ПЛА-3-5";"мультиколор";"бирюзовый";"https://star-tex.ru/media/items/25_X6l8YtH.jpg"
"ПЛА-4-1";"мультиколор";"бежевый";"https://star-tex.ru/media/items/31_ImNlMtx.jpg"
"ПЛА-4-2";"мультиколор";"электрик";"https://star-tex.ru/media/items/37_bRcJQ5m.jpg"
"ПЛА-4-3";"мультиколор";"бордовый";"https://star-tex.ru/media/items/43_6Sk70qT.jpg"
"ПЛА-5-1";"мультиколор";"молочный";"https://star-tex.ru/media/items/49_okzA8K8.jpg"
"ПЛА-5-2";"мультиколор";"зеленый";"https://star-tex.ru/media/items/55_XVPXIif.jpg"
"ПЛА-5-3";"мультиколор";"бордовый";"https://star-tex.ru/media/items/61_j0WxnJC.jpg"
"ПЛЩ-14-1";"синий";"электрик";"https://star-tex.ru/media/items/26_qr0EMFQ.jpg"
"ПЛЩ-14-2";"черный";"";"https://star-tex.ru/media/items/19_X8UNeOc.jpg"
"ПЛЩ-14-3";"синий";"темно-синий";"https://star-tex.ru/media/items/20_jj8OXFl.jpg"
"ПЛЩ-14-4";"серый";"серо-голубой";"https://star-tex.ru/media/items/23_fn1Exe7.jpg"
"ПЛЩ-14-5";"красный";"";"https://star-tex.ru/media/items/29_6Qfhr0a.jpg"
"ПЛЩ-15-1";"мультиколор";"бежевый";"https://star-tex.ru/media/items/10_XFVfUM4.jpg"
"ПЛЩ-15-2";"мультиколор";"темно-синий";"https://star-tex.ru/media/items/7_jkoH6la.jpg"
"ПЛЩ-16-1";"мультиколор";"";"https://star-tex.ru/media/items/1_4M485p1.jpg"
"ПЛЩ-17-1";"мультиколор";"";"https://star-tex.ru/media/items/4_JAeAqd8.jpg"
"ПЛЩ-18-1";"мультиколор";"серый";"https://star-tex.ru/media/items/13_HCDF9CT.jpg"
"ПЛЩ-19-1";"мультиколор";"";"https://star-tex.ru/media/items/17_CHoMKMl.jpg"
"ПЛЩ-20-1";"мультиколор";"";"https://star-tex.ru/media/items/20_lK9Cw3r.jpg"
"ПЛЩ-21-1";"голубой";"";"https://star-tex.ru/media/items/gol01_8tnthgj.jpg"
"ПЛЩ-21-2";"синий";"серо-синий";"https://star-tex.ru/media/items/sin01_TOtYygk.jpg"
"ПЛЩ-21-3";"серый";"серо-бежевый";"https://star-tex.ru/media/items/sser01_vz3INNU.jpg"
"ПЛЩ-21-4";"серый";"темно-серый";"https://star-tex.ru/media/items/tser01_4BJys5R.jpg"
"ПЛЩ-21-5";"хаки";"";"https://star-tex.ru/media/items/zel01_WvHpI9e.jpg"
"ПЛЩ-22-1";"молочный";"";"https://star-tex.ru/media/items/bel01_Josi6SS.jpg"
"ПЛЩ-22-10";"персиковый";"";"https://star-tex.ru/media/items/per01_nM8Pryt.jpg"
"ПЛЩ-22-11";"бежевый";"пудровый";"https://star-tex.ru/media/items/pud01.jpg"
"ПЛЩ-22-12";"розовый";"";"https://star-tex.ru/media/items/roz01_Md3h1DE.jpg"
"ПЛЩ-22-13";"серый";"серо-голубой";"https://star-tex.ru/media/items/ser01.jpg"
"ПЛЩ-22-14";"синий";"темно-синий";"https://star-tex.ru/media/items/tsin01_2kFYK1V.jpg"
"ПЛЩ-22-15";"зеленый";"";"https://star-tex.ru/media/items/zel01_q9UaiSz.jpg"
"ПЛЩ-22-2";"черный";"";"https://star-tex.ru/media/items/black01_kvDbmGh.jpg"
"ПЛЩ-22-3";"бежевый";"";"https://star-tex.ru/media/items/bled01.jpg"
"ПЛЩ-22-4";"синий";"электрик";"https://star-tex.ru/media/items/ele01_aApbyId.jpg"
"ПЛЩ-22-5";"голубой";"";"https://star-tex.ru/media/items/gol01_70q6jok.jpg"
"ПЛЩ-22-6";"красный";"темно-красный";"https://star-tex.ru/media/items/kra01.jpg"
"ПЛЩ-22-7";"коралловый";"";"https://star-tex.ru/media/items/krl01_Coq2hHy.jpg"
"ПЛЩ-22-8";"мятный";"";"https://star-tex.ru/media/items/min02_inftFIF.jpg"
"ПЛЩ-22-9";"кремовый";"";"https://star-tex.ru/media/items/bej01_PPl6cuS.jpg"
"ПЛЩ-23-1";"бежевый";"";"https://star-tex.ru/media/items/bej01_GlwbOVP.jpg"
"ПЛЩ-23-10";"сиреневый";"пыльно-лиловый";"https://star-tex.ru/media/items/psir01_0k9Ms3E.jpg"
"ПЛЩ-23-11";"розовый";"пыльно-розовый";"https://star-tex.ru/media/items/roz01_HqIzcRv.jpg"
"ПЛЩ-23-12";"серый";"темно-серый";"https://star-tex.ru/media/items/ser01_vmJj9xE.jpg"
"ПЛЩ-23-13";"синий";"темно-синий";"https://star-tex.ru/media/items/tsin01_mA3a91L.jpg"
"ПЛЩ-23-14";"синий";"электрик";"https://star-tex.ru/media/items/vas01_smyJ33z.jpg"
"ПЛЩ-23-15";"желтый";"";"https://star-tex.ru/media/items/yel01_BfCW6TB.jpg"
"ПЛЩ-23-16";"зеленый";"";"https://star-tex.ru/media/items/zel01_2nBAz8C.jpg"
"ПЛЩ-23-3";"розовый";"фуксия";"https://star-tex.ru/media/items/fyk01_c9Y3gAQ.jpg"
"ПЛЩ-23-4";"голубой";"";"https://star-tex.ru/media/items/gol01_COirm60.jpg"
"ПЛЩ-23-5";"зеленый";"хаки";"https://star-tex.ru/media/items/haki01_KE2vGNi.jpg"
"ПЛЩ-23-6";"красный";"";"https://star-tex.ru/media/items/kra01_9Q6oEmE.jpg"
"ПЛЩ-23-7";"бежевый";"кремовый";"https://star-tex.ru/media/items/krem01_npTUQ1c.jpg"
"ПЛЩ-23-8";"бордовый";"марсала";"https://star-tex.ru/media/items/original-(44)_4FMANZo.jpg"
"ПЛЩ-23-9";"белый";"молочный";"https://star-tex.ru/media/items/mol01_9fLkIBq.jpg"
"ПЛЩ-25-1";"зеленый";"хаки";"https://star-tex.ru/media/items/bol1.jpg"
"ПЛЩ-25-2";"молочный";"";"https://star-tex.ru/media/items/aiv01_pAdb5O5.jpg"
"ПЛЩ-25-3";"красный";"малиновый";"https://star-tex.ru/media/items/kor1.jpg"
"ПЛЩ-25-4";"бордовый";"марсала";"https://star-tex.ru/media/items/mars1_SABI9oB.jpg"
"ПЛЩ-3-1";"белый";"";"https://star-tex.ru/media/items/5729543_Image.jpg"
"ПЛЩ-3-10";"синий";"темно-синий";"https://star-tex.ru/media/items/5729578_Image.jpg"
"ПЛЩ-3-11";"бирюзовый";"";"https://star-tex.ru/media/items/5745426_Image.jpg"
"ПЛЩ-3-12";"сиреневый";"";"https://star-tex.ru/media/items/7918383_Image.jpg"
"ПЛЩ-3-2";"серый";"";"https://star-tex.ru/media/items/5729536_Image.jpg"
"ПЛЩ-3-3";"красный";"";"https://star-tex.ru/media/items/5729550_Image.jpg"
"ПЛЩ-3-4";"желтый";"горчично-желтый";"https://star-tex.ru/media/items/5729557_Image.jpg"
"ПЛЩ-3-5";"черный";"";"https://star-tex.ru/media/items/5729564_Image.jpg"
"ПЛЩ-3-6";"бордовый";"вишневый";"https://star-tex.ru/media/items/5729571_Image.jpg"
"ПЛЩ-3-7";"синий";"";"https://star-tex.ru/media/items/7918390_Image.jpg"
"ПЛЩ-3-8";"розовый";"пыльная роза";"https://star-tex.ru/media/items/7918397_Image.jpg"
"ПЛЩ-3-9";"бежевый";"";"https://star-tex.ru/media/items/5729529_Image.jpg"
"ПЛЩ-5-1";"зеленый";"";"https://star-tex.ru/media/items/5007991_Image.jpg"
"ПЛЩ-5-10";"сиреневый";"пыльно-лиловый";"https://star-tex.ru/media/items/5007989_Image.jpg"
"ПЛЩ-5-2";"серый";"";"https://star-tex.ru/media/items/5007985_Image.jpg"
"ПЛЩ-5-3";"красный";"";"https://star-tex.ru/media/items/5007988_Image.jpg"
"ПЛЩ-5-4";"желтый";"горчичный";"https://star-tex.ru/media/items/5007992_Image.jpg"
"ПЛЩ-5-5";"оранжевый";"";"https://star-tex.ru/media/items/5007990_Image.jpg"
"ПЛЩ-5-6";"коралловый";"";"https://star-tex.ru/media/items/5007984_Image.jpg"
"ПЛЩ-5-7";"черный";"";"https://star-tex.ru/media/items/29_qIlSplX.jpg"
"ПЛЩ-5-8";"синий";"темно-синий";"https://star-tex.ru/media/items/5007986_Image.jpg"
"ПЛЩ-5-9";"синий";"электрик";"https://star-tex.ru/media/items/5007987_Image.jpg"
"ППП-10-1";"голубой";"бело-голубой";"https://star-tex.ru/media/items/10893546_Image.jpg"
"ППП-10-2";"серый";"серо-белый";"https://star-tex.ru/media/items/10893530_Image.jpg"
"ППП-10-3";"черный";"черно-белый";"https://star-tex.ru/media/items/61_6lFcYno.jpg"
"ППП-10-4";"синий";"сине-белый";"https://star-tex.ru/media/items/66_ScYFmSL.jpg"
"ППП-14-1";"синий";"";"https://star-tex.ru/media/items/12532832_Image.jpg"
"ППП-14-2";"синий";"темно-синий";"https://star-tex.ru/media/items/27_Yvv7sS0.jpg"
"ППП-16-1";"черно-белый";"";"https://star-tex.ru/media/items/12533146_Image.jpg"
"ППП-16-2";"черно-белый";"";"https://star-tex.ru/media/items/12533158_Image.jpg"
"ППП-2-1";"бирюзовый";"";"https://star-tex.ru/media/items/30_Ebod1C5.jpg"
"ППП-2-10";"розовый";"ярко-розовый";"https://star-tex.ru/media/items/9458792_Image.jpg"
"ППП-2-11";"красный";"";"https://star-tex.ru/media/items/9458764_Image.jpg"
"ППП-21-1";"мультиколор";"темно-синий";"https://star-tex.ru/media/items/31_7kYOTZ8.jpg"
"ППП-2-12";"голубой";"небесно-голубой";"https://star-tex.ru/media/items/17317104_Image.jpg"
"ППП-2-13";"розовый";"пыльно-розовый";"https://star-tex.ru/media/items/13_oJda7Ku.jpg"
"ППП-2-14";"серый";"";"https://star-tex.ru/media/items/9458778_Image.jpg"
"ППП-2-15";"персиковый";"";"https://star-tex.ru/media/items/17317066_Image.jpg"
"ППП-2-16";"серый";"серо-голубой";"https://star-tex.ru/media/items/17317085_Image.jpg"
"ППП-2-17";"желтый";"";"https://star-tex.ru/media/items/11_dYC7Wop.jpg"
"ППП-2-18";"розовый";"абрикосовый";"https://star-tex.ru/media/items/1_aEVdB7Z.jpg"
"ППП-2-19";"коричневый";"";"https://star-tex.ru/media/items/46_cjwx1c8.jpg"
"ППП-2-2";"синий";"электрик";"https://star-tex.ru/media/items/13_Kbvmwpq.jpg"
"ППП-2-20";"коричневый";"песочный";"https://star-tex.ru/media/items/1_utomqxo.jpg"
"ППП-2-21";"синий";"чернильно-синий";"https://star-tex.ru/media/items/26_MJkbQxX.jpg"
"ППП-22-1";"мультиколор";"красный";"https://star-tex.ru/media/items/17239376_Image.jpg"
"ППП-2-22";"сиреневый";"";"https://star-tex.ru/media/items/9_zRYoZ9P.jpg"
"ППП-22-2";"мультиколор";"синий";"https://star-tex.ru/media/items/17239395_Image.jpg"
"ППП-2-23";"зеленый";"фисташковый";"https://star-tex.ru/media/items/17_KpDoUZV.jpg"
"ППП-22-3";"мультиколор";"джинсовый синий";"https://star-tex.ru/media/items/17239415_Image.jpg"
"ППП-2-24";"бордовый";"марсала";"https://star-tex.ru/media/items/21_REJnJFs.jpg"
"ППП-2-25";"зеленый";"";"https://star-tex.ru/media/items/38_MPJocj2.jpg"
"ППП-2-26";"красный";"алый";"https://star-tex.ru/media/items/9458757_Image.jpg"
"ППП-2-27";"молочный";"айвори";"https://star-tex.ru/media/items/22_Kqjoash.jpg"
"ППП-2-28";"розовый";"";"https://star-tex.ru/media/items/6_KOUrFMY.jpg"
"ППП-2-29";"голубой";"ярко-голубой";"https://star-tex.ru/media/items/25_NzLHIy2.jpg"
"ППП-2-3";"коралловый";"";"https://star-tex.ru/media/items/18_P4Az0SD.jpg"
"ППП-23-1";"мультиколор";"темно-синий";"https://star-tex.ru/media/items/25_bU8Gu8u.jpg"
"ППП-23-2";"мультиколор";"голубой";"https://star-tex.ru/media/items/15_8h8yyhy.jpg"
"ППП-23-3";"мультиколор";"черный";"https://star-tex.ru/media/items/19_pvIEpg6.jpg"
"ППП-2-4";"голубой";"темно-голубой";"https://star-tex.ru/media/items/42_ilAAaA2.jpg"
"ППП-24-1";"мультиколор";"";"https://star-tex.ru/media/items/43_OXJ6gqW.jpg"
"ППП-2-5";"голубой";"";"https://star-tex.ru/media/items/17317123_Image.jpg"
"ППП-25-1";"мультиколор";"";"https://star-tex.ru/media/items/57_DDoAIum.jpg"
"ППП-2-6";"синий";"джинсовый";"https://star-tex.ru/media/items/9458729_Image.jpg"
"ППП-26-1";"мультиколор";"";"https://star-tex.ru/media/items/19_PmgT3l6.jpg"
"ППП-2-7";"черный";"";"https://star-tex.ru/media/items/34_hpYhOW0.jpg"
"ППП-27-1";"мультиколор";"";"https://star-tex.ru/media/items/17398707_Image.jpg"
"ППП-2-8";"синий";"темно-синий";"https://star-tex.ru/media/items/9458750_Image.jpg"
"ППП-28-1";"мультиколор";"";"https://star-tex.ru/media/items/37_LTnxM3J.jpg"
"ППП-2-9";"белый";"";"https://star-tex.ru/media/items/50_2Tshrcd.jpg"
"ППП-29-1";"мультиколор";"";"https://star-tex.ru/media/items/1_64Cx3Yh.jpg"
"ППП-30-1";"мультиколор";"";"https://star-tex.ru/media/items/7_E4NT4Qj.jpg"
"ППП-31-1";"мультиколор";"";"https://star-tex.ru/media/items/17398787_Image.jpg"
"ППП-32-1";"мультиколор";"сине-белый";"https://star-tex.ru/media/items/35_2SGsar3.jpg"
"ППП-34-1";"мультиколор";"";"https://star-tex.ru/media/items/7_LBvGuHo.jpg"
"ППП-35-1";"мультиколор";"";"https://star-tex.ru/media/items/49_7IN43Gy.jpg"
"ППП-37-1";"мультиколор";"";"https://star-tex.ru/media/items/13_V9lHsI0.jpg"
"ППП-38-1";"мультиколор";"";"https://star-tex.ru/media/items/103_AQWU58j.jpg"
"ППП-39-1";"мультиколор";"белый";"https://star-tex.ru/media/items/9_T6fekEz.jpg"
"ППП-39-2";"мультиколор";"голубой";"https://star-tex.ru/media/items/13_VcprkXw.jpg"
"ППП-40-1";"мультиколор";"белый";"https://star-tex.ru/media/items/17399107_Image.jpg"
"ППП-40-2";"мультиколор";"темно-синий";"https://star-tex.ru/media/items/55_2VHgplY.jpg"
"ППП-4-1";"синий";"темно-синий";"https://star-tex.ru/media/items/10163177_Image.jpg"
"ППП-41-1";"мультиколор";"";"https://star-tex.ru/media/items/17401400_Image.jpg"
"ППП-4-2";"черный";"";"https://star-tex.ru/media/items/7_Uwc9OFA.jpg"
"ППП-42-1";"мультиколор";"темно-синий";"https://star-tex.ru/media/items/69_ZHTZmIi.jpg"
"ППП-4-3";"серый";"";"https://star-tex.ru/media/items/13_C6PGMUa.jpg"
"ППП-43-1";"мультиколор";"темно-синий";"https://star-tex.ru/media/items/51_uQxmTEQ.jpg"
"ППП-43-2";"мультиколор";"бордовый";"https://star-tex.ru/media/items/45_bzAiGgx.jpg"
"ППП-44-1";"мультиколор";"темно-синий";"https://star-tex.ru/media/items/39_rAkvz40.jpg"
"ППП-45-1";"голубой";"";"https://star-tex.ru/media/items/21_iNGU78S.jpg"
"ППП-45-2";"черный";"";"https://star-tex.ru/media/items/11_CR2nERr.jpg"
"ППП-45-3";"синий";"темно-синий";"https://star-tex.ru/media/items/16_D7KG75W.jpg"
"ППП-46-1";"мультиколор";"";"https://star-tex.ru/media/items/57_SkMoWzd.jpg"
"ППП-46-2";"мультиколор";"";"https://star-tex.ru/media/items/51_0YLaHDW.jpg"
"ППП-47-1";"мультиколор";"голубой";"https://star-tex.ru/media/items/40_xCjH9Pe.jpg"
"ППП-48-1";"мультиколор";"темно-синий";"https://star-tex.ru/media/items/76_QTIueje.jpg"
"ППП-49-1";"черно-белый";"";"https://star-tex.ru/media/items/53_s9IbQo4.jpg"
"ППП-50-1";"мультиколор";"темно-синий";"https://star-tex.ru/media/items/58_ywAdQwT.jpg"
"ППП-51-1";"мультиколор";"";"https://star-tex.ru/media/items/69_hJ6W7KJ.jpg"
"ППП-52-1";"голубой";"";"https://star-tex.ru/media/items/11_0H9PZ6z.jpg"
"ППП-52-2";"серый";"";"https://star-tex.ru/media/items/2_vaW98Ej.jpg"
"ППП-53-1";"голубой";"бело-голубой";"https://star-tex.ru/media/items/71_846eNUs.jpg"
"ППП-54-1";"мультиколор";"розовый";"https://star-tex.ru/media/items/83_7z3Hngg.jpg"
"ППП-55-1";"мультиколор";"темно-синий";"https://star-tex.ru/media/items/89_GgFHD0v.jpg"
"ППП-56-1";"мультиколор";"бело-синий";"https://star-tex.ru/media/items/64_RMhH5Cw.jpg"
"ППП-56-2";"мультиколор";"бело-голубой";"https://star-tex.ru/media/items/70_egRYwn0.jpg"
"ППП-57-1";"мультиколор";"бело-синий";"https://star-tex.ru/media/items/75_ww77AL2.jpg"
"ППП-57-2";"мультиколор";"черный";"https://star-tex.ru/media/items/82_06GvGLC.jpg"
"ППП-58-1";"мультиколор";"молочный";"https://star-tex.ru/media/items/21_E2prcWQ.jpg"
"ППП-59-1";"мультиколор";"темно-серый";"https://star-tex.ru/media/items/44_DPpSqdx.jpg"
"ППП-60-1";"мультиколор";"молочный";"https://star-tex.ru/media/items/6_M9JhP1p.jpg"
"ППП-61-1";"синий";"сине-белый";"https://star-tex.ru/media/items/11_9qe9vNW.jpg"
"ППП-62-1";"мультиколор";"";"https://star-tex.ru/media/items/16_C2q587E.jpg"
"ППП-63-1";"молочный";"";"https://star-tex.ru/media/items/21_BAzlu5s.jpg"
"ППП-64-1";"мультиколор";"голубой";"https://star-tex.ru/media/items/26_XTmUngB.jpg"
"ППП-65-1";"сиреневый";"";"https://star-tex.ru/media/items/31_3CN48yX.jpg"
"ППП-66-1";"мультиколор";"бежевый";"https://star-tex.ru/media/items/36_fP1AbDx.jpg"
"ППП-67-1";"мультиколор";"зеленый";"https://star-tex.ru/media/items/41_s6gIsFi.jpg"
"ППП-68-1";"голубой";"сине-голубой";"https://star-tex.ru/media/items/46_lyxWa9M.jpg"
"ППП-7-1";"синий";"";"https://star-tex.ru/media/items/19_6C4yPtk.jpg"
"ППП-81-1";"белый";"";"https://star-tex.ru/media/items/DSC_0005_xI5kuFK.png"
"ППП-81-10";"красный";"";"https://star-tex.ru/media/items/DSC_9796.png"
"ППП-81-11";"синий";"электрик";"https://star-tex.ru/media/items/DSC_9813.png"
"ППП-81-12";"бордовый";"марсала";"https://star-tex.ru/media/items/DSC_9830.png"
"ППП-81-13";"синий";"темно-синий";"https://star-tex.ru/media/items/DSC_0860.png"
"ППП-81-14";"черный";"";"https://star-tex.ru/media/items/DSC_0823.png"
"ППП-81-15";"";"салатовый";"https://star-tex.ru/media/items/DSC_0481.png"
"ППП-81-18";"бежевый";"песочный";"https://star-tex.ru/media/items/DSC_2911-2941-2-2-1.jpg"
"ППП-81-2";"кремовый";"";"https://star-tex.ru/media/items/DSC_9972.png"
"ППП-81-21";"мятный";"";"https://star-tex.ru/media/items/DSC_2958-1-6-7.jpg"
"ППП-81-22";"голубой";"светло-голубой";"https://star-tex.ru/media/items/DSC_2983-1-11-2.jpg"
"ППП-81-23";"сиреневый";"";"https://star-tex.ru/media/items/DSC_2930-1-_W9GHUUJ.jpg"
"ППП-81-3";"бежевый";"";"https://star-tex.ru/media/items/DSC_9948.png"
"ППП-81-4";"желтый";"";"https://star-tex.ru/media/items/доделать-частотка-1.png"
"ППП-81-5";"бежевый";"телесный";"https://star-tex.ru/media/items/DSC_9909.png"
